,LICENSENO,BUSINESSNAME,DBANAME,COMMENTS,LOCATIONCOMMENTS,ISSDTTM,EXPDTTM,LICSTATUS,LICCAT,LICCATDESC,OPENING,CLOSING,PATRONSOUT,CAPACITY,PRIMAPPLICANT,PHONE,STNO,STNOHI,Address,CITY,STATE,ZIP,Location,Lat,Long
536,LB-98916,"LEGAL SEA FOODS, LLC",LEGAL SEA FOODS,1. Alcohol to be served only with food on the patio. 2. Staff to be present on patio @ all times. 3. Patio must close at 11:00 P.M.  10:00 A.M. OPENING ON SUNDAYS  FOR ALCOHOL SERVICE WITH BRUNCH.,In two rooms on the first floor including a bar/lounge area; kitchen in the rear  two main entrances/exits and two emergency exits with storage in the basement  and a outdoor patio dining area for sixty (60) persons.,11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,238,"LEGAL SEA FOODS, LLC",,255.0,,  State ST,Boston,MA,2109,"['42.359417', '-71.051129']",42.359417,-71.051129
537,LB-99153,21 MERCHANTS ROW CORPORATION,CLARKE'S,,Side and rear emergency exits; bulkhead entrance to cellar for stock - in one room and kitchen first floor; cellar for stock.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,390,21 MERCHANTS ROW CORPORATION,,21.0,,  Merchants RO,Boston,MA,2109,"['42.359461', '-71.05548']",42.359461,-71.05548
538,LB-98986,"W & P HONG KONG AT FANEUIL HALL, INC.",W & P HONG KONG AT FANEUIL,,Rear entrance from alley for stock; emergency exit from second floor by fire escape; in one room and kitchen first floor;two rooms second floor; cellar for stock.  CAPACITY BREAKDOWN: 1ST FL - 100; 2ND FL - 110.,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,210,"W&P HONG KONG AT FANEUIL HALL, INC.",,64.0,65.0,  Chatham ST,Boston,MA,2109,"['42.35959', '-71.05386']",42.35959,-71.05386
539,LB-98985,THE WILDROVERS INCORPORATED,THE WILD ROVER,,ONE ROOM & LOUNGE ON THE FIRST FLOOR; ONE ROOM  KITCHEN & STORAGE ROOM IN BASEMENT; ONE ROOM  LOUNGE AND STORAGE ON SECOND FLOOR.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,464,THE WILDROVERS INCORPORATED,,63.0,,  Chatham ST,Boston,MA,2109,"['42.359592', '-71.053951']",42.359592,-71.053951
540,LB-99408,"CLASSIC RESTAURANT CONCEPTS II, LLC",THE KINSALE IRISH PUB&RESTAURANT,1) MAY START SERVICEOF ALCOHOLIC BEVERAGES ON SUNDAYS AT10:00 A.M. WITH BRUNCH.,In two rooms on the first floor; kitchen and storage in the rear  with seasonal outdoor dining in front of premises and satellite service bar on outdoor patio.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,248,"CLASSIC RESTAURANT CONCEPTS II, LLC",(617)742-7301,2.0,,  Center PZ,Boston,MA,2108,"['42.359826', '-71.060233']",42.359826,-71.060233
541,LB-99764,"GROTTO, INC.",GROTTO RESTAURANT,NONE,IN ONE MAIN DINING ROOM WITH KITCHEN IN THE REAR  STORAGE IN THE REAR.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,11:00 PM,11:30 PM,47,"GROTTO, INC.",,37.0,,  Bowdoin ST,Boston,MA,2114,"['42.35991', '-71.063085']",42.35991,-71.063085
542,LB-99603,BAKED DAILY CORPORATION,PANIFICIO,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,In one room on the first floor; kitchen in the rear  storage in the basement.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,10:00 PM,10:30 PM,29,BAKED DAILY CORPORATION,,144.0,162.0,  Charles ST,Boston,MA,2114,"['42.35998', '-71.071']",42.35998,-71.071
543,LB-101635,BEAU GESTE XXV LLC,DOUBLETREE GUEST SUITES,Mini-Bars for guest quarters.,IN WHOLE OF SAID BUILDING.  (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNAL,Inn. All Alc.,,2:00 AM,,0,BEAU GESTE XXV LLC,,400.0,,  Soldiers Field RD,Allston,MA,2134,"['42.36002', '-71.11832']",42.36002,-71.11832
544,LB-101577,"FROST GROUP, LLC",,NONE,In two rooms on third level with main entrance off ground level of marketplace center via elevator or stairs; emergency stair exit near elevator; space for office  reception  storage and preparation. Capacity Breakdown: 80 persons seated & 160 persons standing.,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,GOPAL,GOP All Alc.,,MIDNIGHT,12:30 AM,240,"FROST GROUP, LLC",,200.0,,  State ST,Boston,MA,2109,"['42.36003', '-71.05319']",42.36003,-71.05319
545,LB-99070,"MARKETPLACE SALOON, INC.",AMES PLOW TAVERN,NONE,TWO EXITS AND ENTRANCE FROM NORTH AND SOUTH MARKET STREETS; IN ONE ROOM AND KITCHEN AREA IN BASEMENT WITH ENLARGED SEASONAL PATIO ABUTTING THERETO ON SOUTH MARKET STREET.  AND TO INCLUDE AN ADDITIONAL OUTDOOR SEASONAL PATIO ONTO NORTH MARKET STREET WITH A CLOSING HOUR OF 1:00 A.M.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,92,"MARKETPLACE SALOON, INC.",(617)523-8928,294.0,, Faneuil Hall Marketplace ,Boston,MA,2109,"['42.360036', '-71.056253']",42.360036,-71.056253
546,LB-101637,"MARRIOTT HOTEL SERVICES, INC.",MARRIOTT LONG WHARF,VALET PARKING PROVIDED AND 10:00 A.M. ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,At Long Wharf  at the intersection of State Street and Atlantic Avenue on BRA Disposition Parcels A-6 and A-7.  (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNAL,Inn. All Alc.,,2:00 AM,2:30 AM,0,"MARRIOTT HOTEL SERVICES, INC.",,296.0,,  State ST,Boston,MA,2109,"['42.36012', '-71.05091']",42.36012,-71.05091
547,LB-99379,"DICK'S LAST RESORT OF BOSTON,LLC",DICK'S LAST RESORT,OUTDOOR SEASONAL (APRIL-OCT.) PATIO OPERATING HOURS 11:00 A.M. - 2:00 A.M.,@ FANEUIL HALL MARKETPLACE: IN ONE ROOM ON THE FIRST FLOOR FOR DINING; KITCHEN AND STORAGE AREAS IN THE BASEMENT.  INCLUDES OUTDOOR SEASONAL SEATING ON A PRIVATE WAY FROM APRIL THROUGH OCTOBER FOR 72  PATRONS.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,138,"DICK'S LAST RESORT OF BOSTON,LLC",,100.0,134.0,  Faneuil Hall SQ,BOSTON,MA,2109,"['42.360131', '-71.054954']",42.360131,-71.054954
548,LB-99410,"NOLAN ASSOCIATES, LLC",THE LANDING,,In whole of said building with outdoor patio and bar area on adjacent wharf area.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,11:00 PM,11:30 PM,347,"NOLAN ASSOCIATES, LLC",,6.0,, Long Wh,Boston,MA,2110,"['42.36014', '-71.050295']",42.36014,-71.050295
549,LB-99129,"CHLN, INC.",THE CHART HOUSE,,Capacity breakdown: 1st fl - 133; 2nd fl - 75; basement - 89. IN WHOLE OF SAID BUILDING AND TO INCLUDE TWO (2) OUTDOOR PATIOS.  FRONT PATIO WITH SEATING FOR 76 PATRONS.  REAR PATIO WITH SEATING FOR 72.  PATIO HOURS OF OPERATION 11:30-11:00 PM.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,297,"CHLN, INC.",,58.0,60.0,  Long Wharf RO,Boston,MA,2110,"['42.360145', '-71.049594']",42.360145,-71.049594
550,LB-99550,BOSTON & MAINE FISH COMPANY,BOSTON & MAINE FISH COMPANY,Glass mugs with name of premises on them.  11 PM closing. Roped off area only.,@ 200 Faneuil Hall Marketplace: in one room with kitchen area  and stock stored on premises.,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,11:00 PM,11:30 PM,23,BOSTON & MAINE FISH COMPANY,,200.0,,  Faneuil Hall Marketplace  ,Boston,MA,2109,"['42.360199', '-71.054798']",42.360199,-71.054798
551,LB-99519,"PURSUIT, INC.",THE WALRUS & CARPENTER,,Entrance on corridor; exits immediately adjacent to Bay 93 & 95 across corridor; In one room  kitchen and stockroom on first floor.  200 FANEUIL HALL MARKETPLACE  BOSTON  MA  02110,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,1:00 AM,1:30 AM,35,"PURSUIT, INC.",,200.0,,  Faneuil Hall Marketplace  ,Boston,MA,2109,"['42.360199', '-71.054798']",42.360199,-71.054798
552,LB-101581,"MONDAY AFTERNOON, INC.",BEACON HILL PUB,Go to document #00010L on reverse side,Rear exit to alley; in two rooms and kitchen on first floor; cellar for stock.  149A CHARLES STREET  BOSTON  MA  02114,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,GOPAL,GOP All Alc.,,2:00 AM,2:30 AM,268,"MONDAY AFTERNOON, INC.",,149.0,,  Charles ST,Boston,MA,2114,"['42.360479', '-71.070569']",42.360479,-71.070569
553,LB-101630,BOSTONIAN HOTEL LIMITED PARTNERSHIP,The Bostonian Boston - A Millennium Hotel,NONE,IN WHOLE OF SAID BUILDING; AND TO INCLUDE AN OUTSIDE SEASONAL TERRACE/PATIO FROM APRIL THROUGH OCTOBER FOR 24 PATRONS BETWEEN THE HOURS OF 8:00 A.M. - 11:00 P.M. EXCEPTING THEREFROM 1250 SQUARE FEET OF RETAIL SPACE ON FIRST FLOOR OF CORNER OF NORTH AND BLACKSTONE STREET.,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNAL,Inn. All Alc.,,2:00 AM,2:30 AM,0,BOSTONIAN HOTEL LIMITED PARTNERSHIP,,20.0,60.0,  North ST,Boston,MA,2109,"['42.360699', '-71.056342']",42.360699,-71.056342
554,LB-99168,"KOREAN FUSION, INC.",KOY,ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,In one (1) room with main bar on the right hand side wall of restaurant with seventy-two (72 seats) and outside sidewalk dining area with twelve (12) seats.  Kitchen and cold storage located in the rear of the premises.  Premises consists of 3 193 sq. ft. of ground-level space  3 343 sq. ft. of lowe,11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,64,"KOREAN FUSION, INC.",(978)852-0113,16.0,18.0,  North ST,Boston,MA,2109,"['42.360718', '-71.056455']",42.360718,-71.056455
555,LB-99263,Baird Hospitality LLC,THE BLACKSTONE GRILL,NONE,In one room and kitchen on the first floor; Cellar for stock.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,109,BAIRD HOSPITALITY LLC,,15.0,,  Union ST,Boston,MA,2108,"['42.360853', '-71.056685']",42.360853,-71.056685
556,LB-98970,"BEACON FINE DINING, INC.",HARVARD GARDENS,Open on Sundays at 10:00 A.M. for the sale of Alcoholic Beverages with Brunch.,One emergency exit in rear to alley-in one room and kitchen first floor; cellar for stock-with a capacity of 190 persons Deleting all of the second floor and 133 in capacity.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,190,"BEACON FINE DINING, INC.",,310.0,320.0,  Cambridge ST,Boston,MA,2114,"['42.36093', '-71.06901']",42.36093,-71.06901
557,LB-98992,"HARD ROCK CAFE INTERNATIONAL (STP), INC.",HARD ROCK CAFÉ,(1)10:00 A.M. OPENING ON SUNDAYS FOR SERVICE OF ALCOHOL WITH BRUNCH.,ON GROUND FLOOR OF DOCK SQUARE GARAGE  IN ONE ROOM AND KITCHEN WITH STORAGE IN 5 ROOMS IN REAR AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL - NOVEMBER FOR 72 PATRONS ON PRIVATE PROPERTY.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,680,"HARD ROCK CAFE INTERNATIONAL (STP), INC.",,20.0,,  Clinton ST,Boston,MA,2109,"['42.360961', '-71.054946']",42.360961,-71.054946
558,LB-99749,"KMHW, INC.",SEOUL,1.) SERVICE BAR ONLY 2.) ALCOHOL TO BE SERVED IN CONJUNCTION WITH FOOD ONLY.,IN ONE ROOM ON THE FIRST FLOOR  KITCHEN AND STORAGE IN THE BASEMENT.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,MIDNIGHT,12:30 AM,84,"KMHW, INC.",,156.0,,  Cambridge ST,Boston,MA,2114,"['42.360978', '-71.064668']",42.360978,-71.064668
559,LB-98969,"SPORTER'S CAFE, INC.",THE HILL,PATIO CONDITIONS:  1.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD  2.) MUST BE STAFFED AT ALL TIMES.,IN ONE ROOM AND KITCHEN  FIRST FLOOR BASEMENT FOR STOCK AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FOR 20 PATRONS BETWEEN THE HOURS OF NOON AND 11:00 P.M. DPW LAND,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,150,"SPORTER'S CAFE, INC.",,228.0,,  Cambridge ST,Boston,MA,2114,"['42.360985', '-71.06661']",42.360985,-71.06661
560,LB-99571,"OMEGA SUSHI, INC.",FIN'S SUSHI & GRILL,,ONE ROOM AND KITCHEN FIRST FLOOR- BASEMENT FOR STOCK & STORAGE.  CAPACITY BREAKDOWN: 10 @ BAR STOOLS; 50 @ TABLES & CHAIRS.,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,11:00 PM,11:30 PM,60,"OMEGA SUSHI, INC.",,236.0,240.0,  Cambridge ST,Boston,MA,2114,"['42.360991', '-71.066822']",42.360991,-71.066822
561,LB-98968,"TIP TAP ROOM, INC.",TIP TAP ROOM,,Unnumbered side exit on Ridgeway Lane - Two rooms and kitchen first floor; cellar for stock.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,165,"TIP TAP ROOM, INC.",,138.0,,  Cambridge ST,Boston,MA,2114,"['42.361003', '-71.063928']",42.361003,-71.063928
562,LB-99420,"SOMERS BOSTON RESTAURANTS, INC.",HENNESSY'S OF BOSTON,1'st floor 157 during the day  320 @ night  2'nd floor 262,IN ONE ROOM ON FIRST FLOOR  WITH KITCHEN AND RESTROOMS; ONE ROOM ON THE SECOND FLOOR WITH RESTROOMS  BASEMENT FOR STORAGE; ENTRANCE/EXITS ONTO UNION STREET  REAR  EXIT ONTO PUBLIC ALLEY.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,582,"SOMERS BOSTON RESTAURANTS, INC.",,25.0,,  Union ST,Boston,MA,2108,"['42.361014', '-71.056731']",42.361014,-71.056731
563,LB-98924,"SNP RESTAURANT GROUP, LLC",RED HAT CAFÉ,1. Delivery on Bowdoin Street  not in alley. 2. Keep corner clear. 3. Food avalilable at all times. 4. Lunch & Dinner menus.,Rear exit to alley  One room and kitchen first floor; one room  kitchen and stockroom second floor.  CAPACITY BREAKDOWN: 1ST FL - 57; BASEMENT - 51.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,108,"SNP RESTAURANT GROUP, LLC",,9.0,,  Bowdoin ST,Boston,MA,2114,"['42.36102', '-71.06319']",42.36102,-71.06319
564,LB-99871,SAUS BOSTON LLC,SAUS,1.) MALT ONLY 2.) 2:00 A.M. CLOSING HOUR ON FRIDAYS AND SATURDAYS FOR SERVICE OF FOOD ONLY.,1800 SQUARE FEET W/800 SQ FEET ON FIRST FLOOR & 1000 SQ FEET IN BASEMENT.  PREP KITCHEN IN BASEMENT  1 UNISEX BATHROOM IN BASEMENT  AND KITCHEN ON 1ST FLOOR.  ENTRANCE AT FRONT; SIDE DOOR EXIT AND REAR EXIT IN BASEMENT.,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWR,CV7 Malt Wine Restrict.,,MIDNIGHT,12:30 AM,22,SAUS BOSTON LLC,,33.0,,  Union ST,Boston,MA,2108,"['42.36117', '-71.05678']",42.36117,-71.05678
565,LB-99137,"JOHN J. SOMERS CO.,INC.",GREEN DRAGON TAVERN,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS: FROM - 11AM TO NOON.,In two rooms and kitchen on first floor; rear room and cellar for stock.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,149,"JOHN J. SOMERS CO.,INC.",,11.0,,  Marshall ST,Boston,MA,2108,"['42.361469', '-71.056839']",42.361469,-71.056839
566,LB-99264,OLD COLONIAL CORPORATION,BELL IN HAND,,Unnumbered entrance and exit on Marshall Street; in three rooms and kitchen on the first floor; cellar for stock and one large room on the second floor.  Capacity breakdown: 1st fl - 296; 2nd fl - 200.,11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,496,OLD COLONIAL CORPORATION,,45.0,55.0,  Union ST,Boston,MA,2108,"['42.3616', '-71.05706']",42.3616,-71.05706
567,LB-98914,SOMERS FIVE CORP.,DURTY NELLY'S,OUTDOOR SEASONAL PATIO OPERATING HOURS ARE 10:00 AM - 10:00 PM.,ON 1ST FLOOR  IN ONE ROOM AND A KITCHEN; ON 2ND FLOOR  IN ONE ROOM; AND ON 3RD FLOOR  STOCK.  INCLUDES AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 20 PATRONS.  INDOOR CAPACITY BREAKDOWN: 1ST FL - 26  2ND FL - 20.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,46,SOMERS FIVE CORP.,,108.0,112.0,  Blackstone ST,Boston,MA,2109,"['42.361696', '-71.056576']",42.361696,-71.056576
568,LB-98891,"ATLANTIC 101, INC.",THE LIVING ROOM,(1) Filtering System. (2) Trash stored inside. (3) Deliveries on Richmond St. between 7 AM and 6 PM. (4)Closing hour on Thursdays  Fridays  Saturdays and Private Events is 2:00 A.M.,Mercantile Wharf Building - Bays 7 8 9; In two rooms  and an enlarged kitchen on the first floor; cellar for stock; plus outdoor patio; with a decrease in capacity to 240.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,240,"ATLANTIC 101, INC.",,101.0,,  Atlantic AV,Boston,MA,2110,"['42.361781', '-71.052341']",42.361781,-71.052341
569,LB-101614,"BHR OPERATIONS, L.L.C.",WYNDHAM BOSTON BEACON HILL,,Four entrances; exits on ground floor; one entrance; exit on 2nd floor; In whole of building    (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNAL,Inn. All Alc.,,2:00 AM,,0,"BHR OPERATIONS, L.L.C.",,5.0,,  Blossom ST,Boston,MA,2114,"['42.36185', '-71.06661']",42.36185,-71.06661
570,LB-99309,"ALLSTON RESTAURANT GROUP, LLC",,Open at 10:00 A.M. on Sundays for the service of food only. ONE coin-operated pool table.,ONE ROOM ON FIRST FLOOR  ENTRANCE AT FRONT  WITH BAR AND SEATING AT FRONT AND RESTAURANT SEATING AREA; LOWER LEVEL WITH BAR AND RESTAURANT SEATING  KITCHEN AT REAR.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,143,"ALLSTON RESTAURANT GROUP, LLC",(617)964-6684,458.0,,  Western AV,Brighton,MA,2135,"['42.361959', '-71.142208']",42.361959,-71.142208
571,LB-98890,"BBRG WATERFRONT TR, LLC",JOE'S AMERICAN BAR & GRILL,1. Table seating Only. 2. No Standees. 3. Alcoholic beverages with menu items only  after 6 PM. 4. Must be off the patio by 11:00 P.M.,One room & kitchen first floor with emergency exits to Commercial Wharf & one to Atlantic Ave. with outdoor patio on Atlantic Ave.And on the deck on the Southerly sides of the first floor  one room and kitchen second floor with emergency exits to Commercial Wharf. The capacity of 138 on 1st floor  1,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,384,"BBRG WATERFRONT TR, LLC",,100.0,,  Atlantic AV,Boston,MA,2111,"['42.361967', '-71.050671']",42.361967,-71.050671
572,LB-99376,"BIG HOUSE FINE DINING, LLC",SCAMPO & ALIBI,PATIO HOURS: 11:00 A.M. - 2:00 A.M.  ALCOHOLIC BEVERAGES SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.  BOTTLE SERVICE APPROVED FOR ALIBI.,IN FOUR ROOMS A RESTAURANT  BAR  KITCHEN AND STORAGE AREA ON THE FIRST FLOOR AND TO INCLUDE TWO OUTDOOR SEASONAL SEATING AREAS BETWEEN MAY THROUGH SEPTEMBER.  CAPACITY BREAKDOWN: ALIBI INSIDE - 185 (83 SEATED  102 STANDING); ALIBI OUTSIDE - 160; SCAMPO INSIDE - 267 (153 SEATED  54 STANDING); SCAMPO,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,392,"BIG HOUSE FINE DINING, LLC",,215.0,,  Charles ST,Boston,MA,2114,"['42.36203', '-71.070362']",42.36203,-71.070362
573,LB-101667,DON'T LOOK BACK LESSEE,LIBERTY HOTEL,NONE,IN WHOLE OF SAID BUILDING WITH THE EXCEPTION OF THE FIRST FLOOR RESTAURANT  BAR  KITCHEN AND STORAGE  ON THE FIRST FLOOR AND TWO OUTDOOR SEASONAL SEATING AREAS ADJACENT THERETO.,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNAL,Inn. All Alc.,,2:00 AM,2:30 AM,0,DON'T LOOK BACK LESSEE,,215.0,,  Charles ST,Boston,MA,2114,"['42.36203', '-71.070362']",42.36203,-71.070362
574,LB-98895,"M. COOKE, INC.",THE BOSTON SAIL LOFT,,Two emergency exits leading to alleyway; in one room  kitchen and exterior deck on the first floor; closet area for stock.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,200,"M. COOKE, INC.",,80.0,, Atlantic Av,Boston,MA,2110,"['42.362516', '-71.050719']",42.362516,-71.050719
575,LB-99356,"MOTHER ANNA'S, INC.",MOTHER ANNA'S REST,PATIO CONDITIONS:  1.) 50 SEATS  2.) 11:00 P.M. CLOSING HOUR  3.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD  4.) MUST BE STAFFED AT ALL TIMES.,Unnumbered side and front entrances for summer garden and stock - In two rooms and kitchen first floor - storage and one room in cellar used for dining and to include an outdoor seasonal patio from April through October on private property.,11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,73,"MOTHER ANNA'S, INC.",,211.0,,  Hanover ST,Boston,MA,2113,"['42.362698', '-71.055309']",42.362698,-71.055309
576,LB-99665,"VIVA BURRITO BOSTON, INC.",VIVA BURRITO,CLOSING HOUR ON SUNDAYS IS9:30 P.M.,IN ONE ROOM ON THE FIRST FLOOR KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,03/10/2014 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,11:00 PM,11:30 PM,38,"VIVA BURRITO BOSTON, INC.",,66.0,,  Staniford ST,Boston,MA,2114,"['42.362733', '-71.06423']",42.362733,-71.06423
577,LB-99580,"North End Pomodoro of Boston, Inc.",Pomodoro,NONE,In two rooms with kitchen on first floor  kitchen and storage in basement. Year round outdoor patio on private property at front of first floor with a 11:00 PM closing hour.,11/08/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,11:00 PM,11:30 PM,22,"North End Pomodoro of Boston, Inc.",,204.0,,  Hanover ST,Boston,MA,2113,"['42.362833', '-71.055718']",42.362833,-71.055718
578,LB-162571,"FULL COMP, INC.",MARE,NONE,One room and kitchen on the first floor basement for storage with outdoor seasonal patio on private property with 48 seats from 7:00 am - 11:00 pm. Total Inside: 44.,04/07/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,Midnight,12:30 AM,44,"FULL COMP, INC.",(617)880-9919,1.0,4.0,  Mechanic CT,Boston,MA,2113,"['42.362904', '-71.054999']",42.362904,-71.054999
579,LB-99746,DUARTE CORP.,TARANTA,1.  Malt  Wine and Liqueurs to be seved only in conjunction with meals.  2.  No bar.,In one room on the first floor with kitchen in the rear  one room on the second floor  storage in the basement.  Capacity breakdown: 1st fl - 30; 2nd fl - 40.,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,MIDNIGHT,12:30 AM,70,DUARTE CORP.,,210.0,,  Hanover ST,Boston,MA,2113,"['42.362919', '-71.05563']",42.362919,-71.05563
580,LB-99637,"ASILLEM, LLC",STONE HEARTH PIZZA CO.,NONE,IN ONE (1) ROOM ON FIRST FLOOR WITH KITCHEN AND STORAGE  ENTRANCE ON WESTERN AVENUE WITH EMERGENCY EXIT TO PARKING AREA AND OUTDOOR SEASONAL SEATING FOR 20 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,11:00 PM,11:30 PM,46,"ASILLEM, LLC",,182.0,,  Western AV,Allston,MA,2134,"['42.362961', '-71.129376']",42.362961,-71.129376
